rank,filename,contour_type,layer,channel,mean_activation,mean_abs_activation,max_activation
1,C_high_BL_0_J000_008.png,C,td_h2_exc,102,2.810803,2.810803,18.35933
2,C_high_BL_0_J000_008.png,C,td_h2_exc,207,2.6659863,2.6659863,13.036014
3,C_high_BL_0_J000_008.png,C,td_h2_exc,236,2.3278925,2.3278925,8.708601
4,C_high_BL_0_J000_008.png,C,td_h2_exc,180,2.2524185,2.2524185,10.811579
5,C_high_BL_0_J000_008.png,C,td_h2_exc,134,2.1061695,2.1061695,9.741956
6,C_high_BL_0_J000_008.png,C,td_h2_exc,87,2.0732086,2.0732086,14.485095
7,C_high_BL_0_J000_008.png,C,td_h2_exc,135,2.0359347,2.0359347,6.022077
8,C_high_BL_0_J000_008.png,C,td_h2_exc,113,1.9914223,1.9914223,5.660621
9,C_high_BL_0_J000_008.png,C,td_h2_exc,147,1.9734122,1.9734122,6.643191
10,C_high_BL_0_J000_008.png,C,td_h2_exc,151,1.9502313,1.9502313,8.530551
11,C_high_BL_0_J000_008.png,C,td_h2_exc,249,1.9333277,1.9333277,13.852554
12,C_high_BL_0_J000_008.png,C,td_h2_exc,51,1.9125016,1.9125016,11.887806
13,C_high_BL_0_J000_008.png,C,td_h2_exc,50,1.8568994,1.8568994,6.056863
14,C_high_BL_0_J000_008.png,C,td_h2_exc,30,1.8336035,1.8336035,7.355236
15,C_high_BL_0_J000_008.png,C,td_h2_exc,197,1.7309575,1.7309575,7.7184043
16,C_high_BL_0_J000_008.png,C,td_h2_exc,121,1.7196649,1.7196649,5.038793
17,C_high_BL_0_J000_008.png,C,td_h2_exc,165,1.5996735,1.5996735,6.7247324
18,C_high_BL_0_J000_008.png,C,td_h2_exc,141,1.5644504,1.5644504,8.297798
19,C_high_BL_0_J000_008.png,C,td_h2_exc,196,1.5024828,1.5024828,6.870301
20,C_high_BL_0_J000_008.png,C,td_h2_exc,124,1.4934615,1.4934615,5.597715
21,C_high_BL_0_J000_008.png,C,td_h2_exc,57,1.4810802,1.4810802,12.679936
22,C_high_BL_0_J000_008.png,C,td_h2_exc,244,1.4703723,1.4703723,8.897642
23,C_high_BL_0_J000_008.png,C,td_h2_exc,33,1.441502,1.441502,8.03492
24,C_high_BL_0_J000_008.png,C,td_h2_exc,46,1.4184744,1.4184744,9.865256
25,C_high_BL_0_J000_008.png,C,td_h2_exc,39,1.3895968,1.3895968,4.0651026
26,C_high_BL_0_J000_008.png,C,td_h2_exc,218,1.3893603,1.3893603,8.272957
27,C_high_BL_0_J000_008.png,C,td_h2_exc,206,1.3650589,1.3650589,2.8953357
28,C_high_BL_0_J000_008.png,C,td_h2_exc,240,1.3630235,1.3630235,5.658046
29,C_high_BL_0_J000_008.png,C,td_h2_exc,215,1.3229369,1.3229369,4.7090554
30,C_high_BL_0_J000_008.png,C,td_h2_exc,198,1.3112361,1.3112361,2.901073
31,C_high_BL_0_J000_008.png,C,td_h2_exc,238,1.2382478,1.2382478,3.7571123
32,C_high_BL_0_J000_008.png,C,td_h2_exc,6,1.225589,1.225589,2.5684695
33,C_high_BL_0_J000_008.png,C,td_h2_exc,111,1.2205323,1.2205323,10.112489
34,C_high_BL_0_J000_008.png,C,td_h2_exc,35,1.2186682,1.2186682,5.2893906
35,C_high_BL_0_J000_008.png,C,td_h2_exc,97,1.2127943,1.2127943,4.96115
36,C_high_BL_0_J000_008.png,C,td_h2_exc,120,1.209,1.209,2.3791592
37,C_high_BL_0_J000_008.png,C,td_h2_exc,114,1.207408,1.207408,3.3499606
38,C_high_BL_0_J000_008.png,C,td_h2_exc,227,1.1910287,1.1910287,6.4194646
39,C_high_BL_0_J000_008.png,C,td_h2_exc,223,1.1878992,1.1878992,4.938327
40,C_high_BL_0_J000_008.png,C,td_h2_exc,232,1.1503237,1.1503237,4.724747
41,C_high_BL_0_J000_008.png,C,td_h2_exc,11,1.1345949,1.1345949,9.086264
42,C_high_BL_0_J000_008.png,C,td_h2_exc,21,1.1210303,1.1210303,4.664826
43,C_high_BL_0_J000_008.png,C,td_h2_exc,219,1.118163,1.118163,7.434171
44,C_high_BL_0_J000_008.png,C,td_h2_exc,22,1.1179659,1.1179659,5.9875927
45,C_high_BL_0_J000_008.png,C,td_h2_exc,69,1.1050471,1.1050471,4.983808
46,C_high_BL_0_J000_008.png,C,td_h2_exc,9,1.1001889,1.1001889,8.679116
47,C_high_BL_0_J000_008.png,C,td_h2_exc,199,1.0923963,1.0923963,3.7260916
48,C_high_BL_0_J000_008.png,C,td_h2_exc,14,1.0737687,1.0737687,2.4475043
49,C_high_BL_0_J000_008.png,C,td_h2_exc,155,1.0574462,1.0574462,2.8679981
50,C_high_BL_0_J000_008.png,C,td_h2_exc,188,1.0559162,1.0559162,3.6534457
51,C_high_BL_0_J000_008.png,C,td_h2_exc,41,1.0350875,1.0350875,1.8027389
52,C_high_BL_0_J000_008.png,C,td_h2_exc,148,1.0045627,1.0045627,2.987808
53,C_high_BL_0_J000_008.png,C,td_h2_exc,127,0.9963467,0.9963467,2.6032028
54,C_high_BL_0_J000_008.png,C,td_h2_exc,143,0.99028885,0.99028885,3.4450362
55,C_high_BL_0_J000_008.png,C,td_h2_exc,186,0.9831781,0.9831781,1.7752914
56,C_high_BL_0_J000_008.png,C,td_h2_exc,213,0.9731221,0.9731221,4.7346573
57,C_high_BL_0_J000_008.png,C,td_h2_exc,73,0.97296107,0.97296107,4.2509956
58,C_high_BL_0_J000_008.png,C,td_h2_exc,153,0.9648497,0.9648497,3.3341177
59,C_high_BL_0_J000_008.png,C,td_h2_exc,159,0.9591091,0.9591091,5.539395
60,C_high_BL_0_J000_008.png,C,td_h2_exc,205,0.9471838,0.9471838,4.447969
61,C_high_BL_0_J000_008.png,C,td_h2_exc,1,0.9328955,0.9328955,2.7813668
62,C_high_BL_0_J000_008.png,C,td_h2_exc,191,0.90788376,0.90788376,1.9805403
63,C_high_BL_0_J000_008.png,C,td_h2_exc,250,0.901338,0.901338,1.7593696
64,C_high_BL_0_J000_008.png,C,td_h2_exc,75,0.8898767,0.8898767,3.1869478
65,C_high_BL_0_J000_008.png,C,td_h2_exc,226,0.87489855,0.87489855,1.8316646
66,C_high_BL_0_J000_008.png,C,td_h2_exc,53,0.8699027,0.8699027,6.7712984
67,C_high_BL_0_J000_008.png,C,td_h2_exc,125,0.8686418,0.8686418,3.5855412
68,C_high_BL_0_J000_008.png,C,td_h2_exc,91,0.8480065,0.8480065,1.7032726
69,C_high_BL_0_J000_008.png,C,td_h2_exc,171,0.83937573,0.83937573,2.2875853
70,C_high_BL_0_J000_008.png,C,td_h2_exc,129,0.83894247,0.83894247,1.606302
71,C_high_BL_0_J000_008.png,C,td_h2_exc,253,0.8368708,0.8368708,2.0752783
72,C_high_BL_0_J000_008.png,C,td_h2_exc,54,0.8334453,0.8334453,3.6895828
73,C_high_BL_0_J000_008.png,C,td_h2_exc,204,0.8271962,0.8271962,3.117856
74,C_high_BL_0_J000_008.png,C,td_h2_exc,77,0.82496667,0.82496667,5.5587044
75,C_high_BL_0_J000_008.png,C,td_h2_exc,106,0.8213138,0.8213138,2.038678
76,C_high_BL_0_J000_008.png,C,td_h2_exc,152,0.8026033,0.8026033,2.0747852
77,C_high_BL_0_J000_008.png,C,td_h2_exc,99,0.7925796,0.7925796,3.7061574
78,C_high_BL_0_J000_008.png,C,td_h2_exc,36,0.7923535,0.7923535,2.0747814
79,C_high_BL_0_J000_008.png,C,td_h2_exc,100,0.7914238,0.7914238,2.3366542
80,C_high_BL_0_J000_008.png,C,td_h2_exc,19,0.7824159,0.7824159,5.282608
81,C_high_BL_0_J000_008.png,C,td_h2_exc,139,0.77477103,0.77477103,2.0445302
82,C_high_BL_0_J000_008.png,C,td_h2_exc,144,0.77282125,0.77282125,2.8963962
83,C_high_BL_0_J000_008.png,C,td_h2_exc,156,0.770897,0.770897,3.1176622
84,C_high_BL_0_J000_008.png,C,td_h2_exc,160,0.76247615,0.76247615,1.7179449
85,C_high_BL_0_J000_008.png,C,td_h2_exc,0,0.7621666,0.7621666,1.758328
86,C_high_BL_0_J000_008.png,C,td_h2_exc,136,0.7534795,0.7534795,1.3383378
87,C_high_BL_0_J000_008.png,C,td_h2_exc,101,0.7468172,0.7468172,2.4264452
88,C_high_BL_0_J000_008.png,C,td_h2_exc,55,0.74551994,0.74551994,2.625791
89,C_high_BL_0_J000_008.png,C,td_h2_exc,58,0.7452872,0.7452872,2.38574
90,C_high_BL_0_J000_008.png,C,td_h2_exc,38,0.7338839,0.7338839,1.7371572
91,C_high_BL_0_J000_008.png,C,td_h2_exc,193,0.7279686,0.7279686,4.947557
92,C_high_BL_0_J000_008.png,C,td_h2_exc,84,0.7238551,0.7238551,5.0891094
93,C_high_BL_0_J000_008.png,C,td_h2_exc,123,0.7232102,0.7232102,1.5574268
94,C_high_BL_0_J000_008.png,C,td_h2_exc,63,0.7203629,0.7203629,2.6421928
95,C_high_BL_0_J000_008.png,C,td_h2_exc,24,0.71942544,0.71942544,2.9958155
96,C_high_BL_0_J000_008.png,C,td_h2_exc,105,0.71149164,0.71149164,5.0003138
97,C_high_BL_0_J000_008.png,C,td_h2_exc,110,0.70976985,0.70976985,4.1153092
98,C_high_BL_0_J000_008.png,C,td_h2_exc,5,0.7083623,0.7083623,2.5078053
99,C_high_BL_0_J000_008.png,C,td_h2_exc,27,0.7035736,0.7035736,2.0117846
100,C_high_BL_0_J000_008.png,C,td_h2_exc,79,0.6875238,0.6875238,1.5649711
101,C_high_BL_0_J000_008.png,C,td_h2_exc,179,0.6871722,0.6871722,1.8761237
102,C_high_BL_0_J000_008.png,C,td_h2_exc,220,0.6829309,0.6829309,1.9887831
103,C_high_BL_0_J000_008.png,C,td_h2_exc,116,0.6776725,0.6776725,1.7606275
104,C_high_BL_0_J000_008.png,C,td_h2_exc,189,0.6773838,0.6773838,1.6294397
105,C_high_BL_0_J000_008.png,C,td_h2_exc,42,0.6743268,0.6743268,2.3417416
106,C_high_BL_0_J000_008.png,C,td_h2_exc,187,0.6632267,0.6632267,1.6541259
107,C_high_BL_0_J000_008.png,C,td_h2_exc,235,0.6581481,0.6581481,2.2423472
108,C_high_BL_0_J000_008.png,C,td_h2_exc,72,0.65776426,0.65776426,1.5314906
109,C_high_BL_0_J000_008.png,C,td_h2_exc,201,0.6532519,0.6532519,1.4914075
110,C_high_BL_0_J000_008.png,C,td_h2_exc,241,0.6506565,0.6506565,3.0187697
111,C_high_BL_0_J000_008.png,C,td_h2_exc,94,0.64756167,0.64756167,1.1291927
112,C_high_BL_0_J000_008.png,C,td_h2_exc,43,0.6447163,0.6447163,1.6291027
113,C_high_BL_0_J000_008.png,C,td_h2_exc,217,0.6440023,0.6440023,1.754188
114,C_high_BL_0_J000_008.png,C,td_h2_exc,48,0.64349174,0.64349174,5.622219
115,C_high_BL_0_J000_008.png,C,td_h2_exc,56,0.6378437,0.6378437,3.8622265
116,C_high_BL_0_J000_008.png,C,td_h2_exc,138,0.6210561,0.6210561,4.0247707
117,C_high_BL_0_J000_008.png,C,td_h2_exc,195,0.6187376,0.6187376,1.3465407
118,C_high_BL_0_J000_008.png,C,td_h2_exc,126,0.61340845,0.61340845,1.6292319
119,C_high_BL_0_J000_008.png,C,td_h2_exc,208,0.6080293,0.6080293,1.7305859
120,C_high_BL_0_J000_008.png,C,td_h2_exc,68,0.6068225,0.6068225,3.1285646
121,C_high_BL_0_J000_008.png,C,td_h2_exc,168,0.6049504,0.6049504,1.4034897
122,C_high_BL_0_J000_008.png,C,td_h2_exc,59,0.5983725,0.5983725,0.9291
123,C_high_BL_0_J000_008.png,C,td_h2_exc,194,0.5918077,0.5918077,2.2434003
124,C_high_BL_0_J000_008.png,C,td_h2_exc,182,0.5910142,0.5910142,1.7591809
125,C_high_BL_0_J000_008.png,C,td_h2_exc,23,0.58835655,0.58835655,2.013617
126,C_high_BL_0_J000_008.png,C,td_h2_exc,119,0.58418214,0.58418214,1.5628841
127,C_high_BL_0_J000_008.png,C,td_h2_exc,131,0.5837552,0.5837552,1.5783912
128,C_high_BL_0_J000_008.png,C,td_h2_exc,65,0.5784703,0.5784703,1.0857111
129,C_high_BL_0_J000_008.png,C,td_h2_exc,81,0.57592195,0.57592195,0.9388962
130,C_high_BL_0_J000_008.png,C,td_h2_exc,80,0.5752882,0.5752882,2.062004
131,C_high_BL_0_J000_008.png,C,td_h2_exc,248,0.5717182,0.5717182,1.9156281
132,C_high_BL_0_J000_008.png,C,td_h2_exc,76,0.57160246,0.57160246,2.659561
133,C_high_BL_0_J000_008.png,C,td_h2_exc,224,0.5633922,0.5633922,1.2277281
134,C_high_BL_0_J000_008.png,C,td_h2_exc,86,0.5614326,0.5614326,4.251724
135,C_high_BL_0_J000_008.png,C,td_h2_exc,118,0.55727327,0.55727327,1.066993
136,C_high_BL_0_J000_008.png,C,td_h2_exc,89,0.55347943,0.55347943,2.7293696
137,C_high_BL_0_J000_008.png,C,td_h2_exc,167,0.5498966,0.5498966,1.0167656
138,C_high_BL_0_J000_008.png,C,td_h2_exc,130,0.54769194,0.54769194,1.9623233
139,C_high_BL_0_J000_008.png,C,td_h2_exc,158,0.5456917,0.5456917,0.8226756
140,C_high_BL_0_J000_008.png,C,td_h2_exc,242,0.54449624,0.54449624,1.7100487
141,C_high_BL_0_J000_008.png,C,td_h2_exc,67,0.5416957,0.5416957,3.9309688
142,C_high_BL_0_J000_008.png,C,td_h2_exc,157,0.5398704,0.5398704,1.9647204
143,C_high_BL_0_J000_008.png,C,td_h2_exc,246,0.5391861,0.5391861,2.7744493
144,C_high_BL_0_J000_008.png,C,td_h2_exc,140,0.5369965,0.5369965,1.2631546
145,C_high_BL_0_J000_008.png,C,td_h2_exc,185,0.5301638,0.5301638,1.7150197
146,C_high_BL_0_J000_008.png,C,td_h2_exc,176,0.52989554,0.52989554,1.5869073
147,C_high_BL_0_J000_008.png,C,td_h2_exc,145,0.5256497,0.5256497,3.7672381
148,C_high_BL_0_J000_008.png,C,td_h2_exc,154,0.5249467,0.5249467,1.0028186
149,C_high_BL_0_J000_008.png,C,td_h2_exc,117,0.51944315,0.51944315,0.93192816
150,C_high_BL_0_J000_008.png,C,td_h2_exc,32,0.51514834,0.51514834,0.99633515
151,C_high_BL_0_J000_008.png,C,td_h2_exc,10,0.5135766,0.5135766,2.8025665
152,C_high_BL_0_J000_008.png,C,td_h2_exc,178,0.51182145,0.51182145,0.9381025
153,C_high_BL_0_J000_008.png,C,td_h2_exc,95,0.51081157,0.51081157,1.3325831
154,C_high_BL_0_J000_008.png,C,td_h2_exc,66,0.50901854,0.50901854,1.2698464
