filename,path,contour_type,contour_quadrant,contrast,position,jitter,stimulus_id,mean_activation_TL,mean_activation_TR,mean_activation_BL,mean_activation_BR,highest_activation_quadrant,matches_contour_quadrant
C_BL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BL_0_J000_000.png,C,BL,NA,0,0,0,2.1929819583892822,2.0499563217163086,2.4395592212677,2.11655592918396,BL,yes
C_BL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BL_0_J000_001.png,C,BL,NA,0,0,1,2.1268632411956787,2.1125102043151855,2.463916063308716,2.0741865634918213,BL,yes
C_BL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BL_0_J000_002.png,C,BL,NA,0,0,2,2.123084783554077,2.0548548698425293,2.54520320892334,2.0713391304016113,BL,yes
C_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BL_0_J000_003.png,C,BL,NA,0,0,3,2.142716884613037,2.106174945831299,2.483400344848633,2.077166795730591,BL,yes
C_BL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BL_0_J000_004.png,C,BL,NA,0,0,4,2.162014961242676,2.06600022315979,2.439197540283203,2.1195449829101562,BL,yes
C_BL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BL_0_J000_005.png,C,BL,NA,0,0,5,2.0965895652770996,2.1197350025177,2.456799030303955,2.124765396118164,BL,yes
C_BR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BR_0_J000_000.png,C,BR,NA,0,0,0,2.2263503074645996,2.0354599952697754,2.2391724586486816,2.2801337242126465,BR,yes
C_BR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BR_0_J000_001.png,C,BR,NA,0,0,1,2.2352325916290283,2.0223965644836426,2.224155902862549,2.2777628898620605,BR,yes
C_BR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BR_0_J000_002.png,C,BR,NA,0,0,2,2.166091203689575,2.06855845451355,2.2815842628479004,2.279653787612915,BL,no
C_BR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BR_0_J000_003.png,C,BR,NA,0,0,3,2.167471170425415,2.0538063049316406,2.269756317138672,2.2879135608673096,BR,yes
C_BR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BR_0_J000_004.png,C,BR,NA,0,0,4,2.1898906230926514,2.053807020187378,2.242434501647949,2.299076557159424,BR,yes
C_BR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_BR_0_J000_005.png,C,BR,NA,0,0,5,2.1800801753997803,2.0421032905578613,2.2269861698150635,2.333873748779297,BR,yes
C_TL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TL_0_J000_000.png,C,TL,NA,0,0,0,2.4089291095733643,2.0061769485473633,2.279355049133301,2.090754270553589,TL,yes
C_TL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TL_0_J000_001.png,C,TL,NA,0,0,1,2.361509323120117,2.042375087738037,2.2494912147521973,2.122102737426758,TL,yes
C_TL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TL_0_J000_002.png,C,TL,NA,0,0,2,2.4194083213806152,2.074944257736206,2.1941163539886475,2.118852138519287,TL,yes
C_TL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TL_0_J000_003.png,C,TL,NA,0,0,3,2.4032375812530518,2.0649843215942383,2.2057602405548096,2.1161041259765625,TL,yes
C_TL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TL_0_J000_004.png,C,TL,NA,0,0,4,2.447112560272217,2.1072211265563965,2.1219687461853027,2.1158220767974854,TL,yes
C_TL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TL_0_J000_005.png,C,TL,NA,0,0,5,2.383547306060791,2.057915449142456,2.258079767227173,2.0818936824798584,TL,yes
C_TR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TR_0_J000_000.png,C,TR,NA,0,0,0,2.2212021350860596,2.203752040863037,2.294292449951172,2.063976764678955,BL,no
C_TR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TR_0_J000_001.png,C,TR,NA,0,0,1,2.1613552570343018,2.195178747177124,2.345116138458252,2.0959620475769043,BL,no
C_TR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TR_0_J000_002.png,C,TR,NA,0,0,2,2.158477306365967,2.2231061458587646,2.2748773097991943,2.1284537315368652,BL,no
C_TR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TR_0_J000_003.png,C,TR,NA,0,0,3,2.181286334991455,2.153759241104126,2.3120951652526855,2.1260623931884766,BL,no
C_TR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TR_0_J000_004.png,C,TR,NA,0,0,4,2.210300922393799,2.106945276260376,2.254443645477295,2.222578763961792,BL,no
C_TR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/C_TR_0_J000_005.png,C,TR,NA,0,0,5,2.1906063556671143,2.237628221511841,2.2578482627868652,2.0561060905456543,BL,no
straight_BL_1_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_000.png,straight,BL,NA,1,0,0,2.22782564163208,2.1350858211517334,2.3322417736053467,2.0985593795776367,BL,yes
straight_BL_1_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_001.png,straight,BL,NA,1,0,1,2.22017240524292,2.0909128189086914,2.3494019508361816,2.1231348514556885,BL,yes
straight_BL_1_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_002.png,straight,BL,NA,1,0,2,2.1988253593444824,2.132535457611084,2.281508207321167,2.1701278686523438,BL,yes
straight_BL_1_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_003.png,straight,BL,NA,1,0,3,2.241835355758667,2.109794855117798,2.3692121505737305,2.079989433288574,BL,yes
straight_BL_1_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_004.png,straight,BL,NA,1,0,4,2.2382113933563232,2.153780460357666,2.242227792739868,2.162980079650879,BL,yes
straight_BL_1_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BL_1_J000_005.png,straight,BL,NA,1,0,5,2.2134439945220947,2.094625473022461,2.344461441040039,2.1360020637512207,BL,yes
straight_BR_1_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_000.png,straight,BR,NA,1,0,0,2.2087583541870117,2.108715534210205,2.218583583831787,2.246128559112549,BR,yes
straight_BR_1_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_001.png,straight,BR,NA,1,0,1,2.174497127532959,2.1415793895721436,2.3041958808898926,2.1958446502685547,BL,no
straight_BR_1_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_002.png,straight,BR,NA,1,0,2,2.25469970703125,2.0657501220703125,2.2888896465301514,2.172633171081543,BL,no
straight_BR_1_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_003.png,straight,BR,NA,1,0,3,2.174748659133911,2.067610740661621,2.27968692779541,2.274400472640991,BL,no
straight_BR_1_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_004.png,straight,BR,NA,1,0,4,2.1987853050231934,2.0410518646240234,2.3664257526397705,2.195805788040161,BL,no
straight_BR_1_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_BR_1_J000_005.png,straight,BR,NA,1,0,5,2.1917974948883057,2.027474880218506,2.3228561878204346,2.231151580810547,BL,no
straight_TL_1_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TL_1_J000_000.png,straight,TL,NA,1,0,0,2.2439708709716797,2.018906831741333,2.394481897354126,2.1188907623291016,BL,no
straight_TL_1_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final_1/straight_TL_1_J000_001.png,straight,TL,NA,1,0,1,2.404418468475342,2.0782368183135986,2.1994237899780273,2.123983860015869,TL,yes
