filename,contour_type,true_contour_quadrant,jitter,stimulus_id,baseline_predicted_quadrant,baseline_correct,baseline_highest_enrichment,baseline_true_quadrant_enrichment,baseline_enrichment_TL,baseline_enrichment_TR,baseline_enrichment_BL,baseline_enrichment_BR,bias_predicted_quadrant,bias_correct,bias_highest_enrichment,bias_true_quadrant_enrichment,bias_enrichment_TL,bias_enrichment_TR,bias_enrichment_BL,bias_enrichment_BR,correctness_change,delta_highest_enrichment_bias_minus_baseline,delta_true_quadrant_enrichment_bias_minus_baseline
C_BL_0_J000_000.png,C,BL,0,0,BL,True,1.8949012956401325,1.8949012956401325,1.0328878610094305,0.8728649312551864,1.8949012956401325,0.9310720294827364,BL,True,1.7712792080466973,1.7712792080466973,1.0248408754527631,0.9006638116533765,1.7712792080466973,0.9359612517985088,same_correct,-0.12362208759343529,-0.12362208759343529
C_BL_0_J000_001.png,C,BL,0,1,BL,True,1.972562763321309,1.972562763321309,0.9603121220939856,0.9361879661066916,1.972562763321309,0.9295694389371777,BL,True,1.8364306641496635,1.8364306641496635,0.9641727618286305,0.9485295390180499,1.8364306641496635,0.9328803845082059,same_correct,-0.13613209917164548,-0.13613209917164548
C_BL_0_J000_002.png,C,BL,0,2,BL,True,1.8262285449322504,1.8262285449322504,0.9763515619182199,0.8835936426551336,1.8262285449322504,0.8726788670351545,BL,True,1.721191488782649,1.721191488782649,0.9697577349767134,0.9044743830430978,1.721191488782649,0.8948218289417378,same_correct,-0.10503705614960146,-0.10503705614960146
C_BL_0_J000_003.png,C,BL,0,3,BL,True,1.7634722547935384,1.7634722547935384,0.9425898011540698,0.9239203178017567,1.7634722547935384,0.9193279502205698,BL,True,1.6502805831364227,1.6502805831364227,0.9476675204064374,0.9355278370076533,1.6502805831364227,0.9263641728249687,same_correct,-0.11319167165711574,-0.11319167165711574
C_BL_0_J000_004.png,C,BL,0,4,BL,True,1.7786128564190862,1.7786128564190862,0.8948821189618705,0.8930995847102631,1.7786128564190862,0.9280570943790103,BL,True,1.6672552382583,1.6672552382583,0.9091668574071053,0.9094460605621065,1.6672552382583,0.9306456219203135,same_correct,-0.11135761816078626,-0.11135761816078626
C_BL_0_J000_005.png,C,BL,0,5,BL,True,1.8661582533163157,1.8661582533163157,0.9559514903619397,0.8633107373520814,1.8661582533163157,0.9147437493878015,BL,True,1.739315760785484,1.739315760785484,0.9565120748554753,0.8831982232466468,1.739315760785484,0.934225088156007,same_correct,-0.12684249253083157,-0.12684249253083157
C_BR_0_J000_000.png,C,BR,0,0,BR,True,1.968668767390895,1.968668767390895,1.1210243668423303,0.8506995473965575,1.044770944598497,1.968668767390895,BR,True,1.8257284314322109,1.8257284314322109,1.0901444601113521,0.8747703251735794,1.0287499222569982,1.8257284314322109,same_correct,-0.14294033595868405,-0.14294033595868405
C_BR_0_J000_001.png,C,BR,0,1,BR,True,1.9037530801512894,1.9037530801512894,1.0254562969017473,0.8846801549977948,0.9779788430404944,1.9037530801512894,BR,True,1.7588421911763252,1.7588421911763252,1.027551443906257,0.898964879269708,0.9708497541942023,1.7588421911763252,same_correct,-0.14491088897496418,-0.14491088897496418
C_BR_0_J000_002.png,C,BR,0,2,BR,True,1.5190952792499197,1.5190952792499197,0.9696781117157302,0.8251655909088721,1.1308322404893214,1.5190952792499197,BR,True,1.4468837126707408,1.4468837126707408,0.9867503555674088,0.8527152094777822,1.1078352602081456,1.4468837126707408,same_correct,-0.07221156657917893,-0.07221156657917893
C_BR_0_J000_003.png,C,BR,0,3,BR,True,1.8794122714454915,1.8794122714454915,1.0265177083225896,0.8475520288326841,1.091545791136219,1.8794122714454915,BR,True,1.7591017066151478,1.7591017066151478,1.0199536916479224,0.8705858477944006,1.0639726346500726,1.7591017066151478,same_correct,-0.12031056483034375,-0.12031056483034375
