condition,use_bias,bias_strength,bias_mode,n_bias_channels,filename,path,contour_type,true_contour_quadrant,contrast,position,jitter,stimulus_id,analysis_layer,score_channel_mode,use_abs_activation,mask_TL_path,enrichment_TL,inside_activation_TL,outside_activation_TL,mask_area_fraction_TL,mask_TR_path,enrichment_TR,inside_activation_TR,outside_activation_TR,mask_area_fraction_TR,mask_BL_path,enrichment_BL,inside_activation_BL,outside_activation_BL,mask_area_fraction_BL,mask_BR_path,enrichment_BR,inside_activation_BR,outside_activation_BR,mask_area_fraction_BR,predicted_quadrant,highest_contour_enrichment,true_quadrant_enrichment,matches_true_quadrant
matched_bias,True,0.25,add_mean_abs,61,C_BL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_000.png,C,BL,NA,0,0,0,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_000.png,1.0248408754527631,3.058119773864746,2.983994722366333,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_000.png,0.9006638116533765,2.6931209564208984,2.9901511669158936,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_000.png,1.7712792080466973,5.221316337585449,2.947765827178955,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_000.png,0.9359612517985088,2.797022581100464,2.9883956909179688,0.0166168212890625,BL,1.7712792080466973,1.7712792080466973,True
matched_bias,True,0.25,add_mean_abs,61,C_BL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_001.png,C,BL,NA,0,0,1,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_001.png,0.9641727618286305,2.876131534576416,2.983004331588745,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_001.png,0.9485295390180499,2.8302183151245117,2.983795642852783,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_001.png,1.8364306641496635,5.400442123413086,2.940727472305298,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_001.png,0.9328803845082059,2.7842490673065186,2.984572410583496,0.0166168212890625,BL,1.8364306641496635,1.8364306641496635,True
matched_bias,True,0.25,add_mean_abs,61,C_BL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_002.png,C,BL,NA,0,0,2,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_002.png,0.9697577349767134,2.8986332416534424,2.989028215408325,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_002.png,0.9044743830430978,2.706449031829834,2.9922893047332764,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_002.png,1.721191488782649,5.081758975982666,2.952465772628784,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_002.png,0.8948218289417378,2.6779956817626953,2.992769718170166,0.0166168212890625,BL,1.721191488782649,1.721191488782649,True
matched_bias,True,0.25,add_mean_abs,61,C_BL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_003.png,C,BL,NA,0,0,3,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_003.png,0.9476675204064374,2.8327834606170654,2.9892165660858154,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_003.png,0.9355278370076533,2.797081708908081,2.9898433685302734,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_003.png,1.6502805831364227,4.876559734344482,2.9549882411956787,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_003.png,0.9263641728249687,2.770106077194214,2.9902992248535156,0.0166168212890625,BL,1.6502805831364227,1.6502805831364227,True
matched_bias,True,0.25,add_mean_abs,61,C_BL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_004.png,C,BL,NA,0,0,4,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_004.png,0.9091668574071053,2.717231035232544,2.9887044429779053,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_004.png,0.9094460605621065,2.7180893421173096,2.9887306690216064,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_004.png,1.6672552382583,4.92138671875,2.951789617538452,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_004.png,0.9306456219203135,2.7804675102233887,2.987675905227661,0.0166168212890625,BL,1.6672552382583,1.6672552382583,True
matched_bias,True,0.25,add_mean_abs,61,C_BL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BL_0_J000_005.png,C,BL,NA,0,0,5,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_005.png,0.9565120748554753,2.8592910766601562,2.9892890453338623,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_005.png,0.8831982232466468,2.64337420463562,2.9929568767547607,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_005.png,1.739315760785484,5.133082389831543,2.9512078762054443,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_005.png,0.934225088156007,2.793722152709961,2.9904165267944336,0.0166168212890625,BL,1.739315760785484,1.739315760785484,True
matched_bias,True,0.25,add_mean_abs,61,C_BR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_000.png,C,BR,NA,0,0,0,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_000.png,1.0901444601113521,3.24180006980896,2.9737343788146973,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_000.png,0.8747703251735794,2.6106295585632324,2.9843599796295166,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_000.png,1.0287499222569982,3.062321424484253,2.9767403602600098,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_000.png,1.8257284314322109,5.3636980056762695,2.937839984893799,0.0166168212890625,BR,1.8257284314322109,1.8257284314322109,True
matched_bias,True,0.25,add_mean_abs,61,C_BR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_001.png,C,BR,NA,0,0,1,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_001.png,1.027551443906257,3.0557966232299805,2.973862409591675,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_001.png,0.898964879269708,2.6791093349456787,2.9802157878875732,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_001.png,0.9708497541942023,2.889871597290039,2.9766414165496826,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_001.png,1.7588421911763252,5.167765140533447,2.9381630420684814,0.0166168212890625,BR,1.7588421911763252,1.7588421911763252,True
matched_bias,True,0.25,add_mean_abs,61,C_BR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_002.png,C,BR,NA,0,0,2,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_002.png,0.9867503555674088,2.943239688873291,2.982760190963745,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_002.png,0.8527152094777822,2.549128532409668,2.9894254207611084,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_002.png,1.1078352602081456,3.2978274822235107,2.976821184158325,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_002.png,1.4468837126707408,4.282960414886475,2.960127592086792,0.0166168212890625,BR,1.4468837126707408,1.4468837126707408,True
matched_bias,True,0.25,add_mean_abs,61,C_BR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/C_BR_0_J000_003.png,C,BR,NA,0,0,3,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TL_0_J000_003.png,1.0199536916479224,3.0350167751312256,2.9756417274475098,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_TR_0_J000_003.png,0.8705858477944006,2.596987724304199,2.983034610748291,0.0166168212890625,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BL_0_J000_003.png,1.0639726346500726,3.163708448410034,2.9734866619110107,0.01647186279296875,/home/yentl/pytorch_gammanet/contour_masks_quad_final/C_BR_0_J000_003.png,1.7591017066151478,5.1709513664245605,2.9395408630371094,0.0166168212890625,BR,1.7591017066151478,1.7591017066151478,True
